rowkey,cf:user_id,cf:session_id,cf:start_time,cf:end_time,cf:duration_seconds,cf:conversion_status,cf:referrer,cf:page_views_count,cf:viewed_products_count,cf:geo_city,cf:geo_state,cf:geo_country,cf:device_type,cf:device_os,cf:device_browser
user_000002#2025-12-02T11:43:05#sess_fbec50a782,user_000002,sess_fbec50a782,2025-12-02T11:43:05,2025-12-02T12:01:31,1106,abandoned,email,14,5,Tammyton,AL,CH,desktop,Android,Firefox
user_000002#2025-12-07T07:38:58#sess_91836d4f58,user_000002,sess_91836d4f58,2025-12-07T07:38:58,2025-12-07T07:42:29,211,browsed,email,9,3,Tammyton,AL,CH,mobile,Android,Chrome
user_000002#2025-12-07T18:46:12#sess_4772816ea4,user_000002,sess_4772816ea4,2025-12-07T18:46:12,2025-12-07T19:38:42,3150,abandoned,search_engine,14,7,Tammyton,AL,CH,desktop,Windows,Firefox
user_000002#2025-12-08T21:07:30#sess_10f0122a7e,user_000002,sess_10f0122a7e,2025-12-08T21:07:30,2025-12-08T21:42:50,2120,abandoned,direct,4,2,Tammyton,AL,CH,tablet,Windows,Chrome
user_000002#2025-12-09T09:42:54#sess_9637a8679e,user_000002,sess_9637a8679e,2025-12-09T09:42:54,2025-12-09T10:08:55,1561,abandoned,direct,5,2,Tammyton,AL,CH,desktop,Windows,Chrome
user_000002#2025-12-12T18:27:34#sess_848791ee2b,user_000002,sess_848791ee2b,2025-12-12T18:27:34,2025-12-12T18:35:37,483,browsed,affiliate,7,2,Tammyton,AL,CH,desktop,Windows,Safari
user_000002#2025-12-14T04:08:09#sess_d513184bc6,user_000002,sess_d513184bc6,2025-12-14T04:08:09,2025-12-14T04:39:10,1861,abandoned,social,9,5,Tammyton,AL,CH,tablet,iOS,Chrome
user_000002#2025-12-18T19:13:53#sess_05f68d5bfa,user_000002,sess_05f68d5bfa,2025-12-18T19:13:53,2025-12-18T19:40:17,1584,abandoned,direct,7,3,Tammyton,AL,CH,mobile,macOS,Safari
user_000002#2025-12-19T11:50:15#sess_0021fe50af,user_000002,sess_0021fe50af,2025-12-19T11:50:15,2025-12-19T12:48:33,3498,browsed,social,9,3,Tammyton,AL,CH,desktop,macOS,Safari
user_000002#2025-12-23T03:04:23#sess_142fab9d20,user_000002,sess_142fab9d20,2025-12-23T03:04:23,2025-12-23T03:34:09,1786,converted,search_engine,15,5,Tammyton,AL,CH,desktop,macOS,Firefox
user_000002#2025-12-25T22:06:53#sess_01b6509583,user_000002,sess_01b6509583,2025-12-25T22:06:53,2025-12-25T22:16:46,593,abandoned,email,14,8,Tammyton,AL,CH,tablet,Windows,Edge
user_000002#2025-12-29T16:33:03#sess_a3bdbbd708,user_000002,sess_a3bdbbd708,2025-12-29T16:33:03,2025-12-29T17:05:20,1937,browsed,affiliate,7,2,Tammyton,AL,CH,mobile,Windows,Safari
user_000002#2026-01-02T15:10:57#sess_a4246959ec,user_000002,sess_a4246959ec,2026-01-02T15:10:57,2026-01-02T16:10:30,3573,converted,email,15,5,Tammyton,AL,CH,mobile,macOS,Edge
user_000002#2026-01-04T23:41:01#sess_7e593d0a97,user_000002,sess_7e593d0a97,2026-01-04T23:41:01,2026-01-05T00:15:48,2087,abandoned,search_engine,6,1,Tammyton,AL,CH,mobile,Android,Chrome
user_000002#2026-01-05T00:58:37#sess_3744910563,user_000002,sess_3744910563,2026-01-05T00:58:37,2026-01-05T01:37:41,2344,converted,search_engine,11,3,Tammyton,AL,CH,mobile,Windows,Chrome
user_000002#2026-01-05T21:08:49#sess_93ccb8886a,user_000002,sess_93ccb8886a,2026-01-05T21:08:49,2026-01-05T21:48:26,2377,abandoned,search_engine,12,6,Tammyton,AL,CH,mobile,macOS,Safari
user_000002#2026-01-08T13:04:39#sess_18d66d1330,user_000002,sess_18d66d1330,2026-01-08T13:04:39,2026-01-08T13:13:36,537,abandoned,search_engine,9,2,Tammyton,AL,CH,mobile,Android,Safari
user_000002#2026-01-08T16:05:49#sess_cc74df58ef,user_000002,sess_cc74df58ef,2026-01-08T16:05:49,2026-01-08T16:47:42,2513,browsed,direct,6,1,Tammyton,AL,CH,tablet,iOS,Safari
user_000002#2026-01-10T15:35:15#sess_c7ebf129e1,user_000002,sess_c7ebf129e1,2026-01-10T15:35:15,2026-01-10T15:59:15,1440,abandoned,direct,10,5,Tammyton,AL,CH,mobile,Windows,Firefox
user_000002#2026-01-11T12:14:36#sess_53033219c7,user_000002,sess_53033219c7,2026-01-11T12:14:36,2026-01-11T12:41:47,1631,converted,email,4,1,Tammyton,AL,CH,desktop,Windows,Safari
user_000002#2026-01-12T19:56:18#sess_0d19eebb6b,user_000002,sess_0d19eebb6b,2026-01-12T19:56:18,2026-01-12T20:37:37,2479,abandoned,direct,8,3,Tammyton,AL,CH,mobile,Android,Safari
user_000002#2026-01-12T22:42:31#sess_3a7d56efd7,user_000002,sess_3a7d56efd7,2026-01-12T22:42:31,2026-01-12T23:05:08,1357,abandoned,email,5,1,Tammyton,AL,CH,tablet,Windows,Chrome
user_000002#2026-01-16T07:06:42#sess_e778e5434b,user_000002,sess_e778e5434b,2026-01-16T07:06:42,2026-01-16T07:40:18,2016,abandoned,email,10,3,Tammyton,AL,CH,mobile,Android,Chrome
user_000002#2026-01-16T11:30:45#sess_3644d64421,user_000002,sess_3644d64421,2026-01-16T11:30:45,2026-01-16T11:42:06,681,browsed,social,5,4,Tammyton,AL,CH,tablet,macOS,Edge
user_000002#2026-01-17T00:24:41#sess_a8e471112d,user_000002,sess_a8e471112d,2026-01-17T00:24:41,2026-01-17T00:31:11,390,abandoned,social,11,8,Tammyton,AL,CH,mobile,Windows,Chrome
user_000002#2026-01-17T00:55:05#sess_cd0847fdd4,user_000002,sess_cd0847fdd4,2026-01-17T00:55:05,2026-01-17T01:35:06,2401,converted,direct,15,2,Tammyton,AL,CH,tablet,macOS,Chrome
user_000002#2026-01-17T01:08:17#sess_7810c07e6a,user_000002,sess_7810c07e6a,2026-01-17T01:08:17,2026-01-17T02:03:14,3297,abandoned,search_engine,16,6,Tammyton,AL,CH,mobile,iOS,Chrome
user_000003#2025-10-26T05:33:27#sess_1a2a477794,user_000003,sess_1a2a477794,2025-10-26T05:33:27,2025-10-26T05:37:51,264,browsed,search_engine,4,2,Greerstad,WV,TZ,desktop,macOS,Edge
user_000003#2025-10-26T11:50:37#sess_eb17c2798f,user_000003,sess_eb17c2798f,2025-10-26T11:50:37,2025-10-26T12:12:20,1303,browsed,search_engine,10,2,Greerstad,WV,TZ,desktop,macOS,Chrome
user_000003#2025-10-28T04:10:26#sess_626566b7b0,user_000003,sess_626566b7b0,2025-10-28T04:10:26,2025-10-28T04:56:50,2784,abandoned,affiliate,11,4,Greerstad,WV,TZ,mobile,Windows,Firefox
user_000003#2025-10-29T09:05:12#sess_b10cacabf5,user_000003,sess_b10cacabf5,2025-10-29T09:05:12,2025-10-29T09:43:09,2277,abandoned,social,10,2,Greerstad,WV,TZ,mobile,iOS,Safari
user_000003#2025-10-30T06:20:12#sess_eb4e8914a3,user_000003,sess_eb4e8914a3,2025-10-30T06:20:12,2025-10-30T07:19:20,3548,converted,direct,16,3,Greerstad,WV,TZ,desktop,macOS,Firefox
user_000003#2025-10-30T17:39:58#sess_74499272d5,user_000003,sess_74499272d5,2025-10-30T17:39:58,2025-10-30T18:24:39,2681,abandoned,affiliate,6,3,Greerstad,WV,TZ,tablet,Android,Firefox
user_000003#2025-11-03T22:18:48#sess_16fca39ba9,user_000003,sess_16fca39ba9,2025-11-03T22:18:48,2025-11-03T22:54:23,2135,abandoned,direct,10,3,Greerstad,WV,TZ,mobile,macOS,Edge
user_000003#2025-11-05T00:57:49#sess_1e2d321f65,user_000003,sess_1e2d321f65,2025-11-05T00:57:49,2025-11-05T01:55:56,3487,abandoned,affiliate,7,4,Greerstad,WV,TZ,mobile,Windows,Chrome
user_000003#2025-11-05T20:14:51#sess_26ad1de9fb,user_000003,sess_26ad1de9fb,2025-11-05T20:14:51,2025-11-05T21:12:15,3444,abandoned,social,10,4,Greerstad,WV,TZ,desktop,iOS,Firefox
user_000003#2025-11-07T11:37:00#sess_7f1da32de9,user_000003,sess_7f1da32de9,2025-11-07T11:37:00,2025-11-07T11:37:50,50,abandoned,affiliate,4,3,Greerstad,WV,TZ,mobile,iOS,Chrome
user_000003#2025-11-15T01:25:51#sess_1ea9fb972e,user_000003,sess_1ea9fb972e,2025-11-15T01:25:51,2025-11-15T01:51:53,1562,browsed,social,11,3,Greerstad,WV,TZ,mobile,Android,Chrome
user_000003#2025-11-16T14:12:30#sess_2bdd907526,user_000003,sess_2bdd907526,2025-11-16T14:12:30,2025-11-16T14:34:10,1300,browsed,affiliate,4,2,Greerstad,WV,TZ,mobile,macOS,Chrome
user_000003#2025-11-20T16:31:43#sess_3cdda11e67,user_000003,sess_3cdda11e67,2025-11-20T16:31:43,2025-11-20T16:49:01,1038,abandoned,search_engine,4,2,Greerstad,WV,TZ,desktop,Android,Firefox
user_000003#2025-11-20T21:35:00#sess_fe5f654679,user_000003,sess_fe5f654679,2025-11-20T21:35:00,2025-11-20T22:04:39,1779,converted,affiliate,15,3,Greerstad,WV,TZ,desktop,Android,Safari
user_000003#2025-11-21T07:45:44#sess_5ab0e8a411,user_000003,sess_5ab0e8a411,2025-11-21T07:45:44,2025-11-21T07:53:55,491,browsed,direct,4,0,Greerstad,WV,TZ,tablet,iOS,Safari
user_000003#2025-11-24T06:05:23#sess_575b91ac04,user_000003,sess_575b91ac04,2025-11-24T06:05:23,2025-11-24T06:28:04,1361,browsed,affiliate,9,3,Greerstad,WV,TZ,mobile,Windows,Chrome
user_000003#2025-11-26T03:01:15#sess_402127aac7,user_000003,sess_402127aac7,2025-11-26T03:01:15,2025-11-26T03:31:42,1827,converted,social,10,2,Greerstad,WV,TZ,tablet,Windows,Safari
user_000003#2025-11-26T05:52:08#sess_023a05a59e,user_000003,sess_023a05a59e,2025-11-26T05:52:08,2025-11-26T06:12:32,1224,abandoned,email,15,6,Greerstad,WV,TZ,desktop,macOS,Firefox
user_000003#2025-11-28T00:41:03#sess_0e9e0c1bf0,user_000003,sess_0e9e0c1bf0,2025-11-28T00:41:03,2025-11-28T00:50:47,584,abandoned,direct,10,5,Greerstad,WV,TZ,mobile,Android,Safari
user_000003#2025-11-29T06:25:55#sess_a2d0138a37,user_000003,sess_a2d0138a37,2025-11-29T06:25:55,2025-11-29T06:37:55,720,abandoned,search_engine,12,4,Greerstad,WV,TZ,tablet,iOS,Safari
user_000003#2025-11-29T15:36:23#sess_3ae36d014b,user_000003,sess_3ae36d014b,2025-11-29T15:36:23,2025-11-29T15:52:06,943,converted,email,14,4,Greerstad,WV,TZ,tablet,macOS,Firefox
user_000003#2025-11-30T01:20:54#sess_57adf428b6,user_000003,sess_57adf428b6,2025-11-30T01:20:54,2025-11-30T01:47:54,1620,browsed,affiliate,12,3,Greerstad,WV,TZ,mobile,macOS,Edge
user_000003#2025-12-04T12:51:39#sess_62193de117,user_000003,sess_62193de117,2025-12-04T12:51:39,2025-12-04T13:35:14,2615,browsed,affiliate,4,2,Greerstad,WV,TZ,desktop,macOS,Edge
user_000003#2025-12-06T17:46:37#sess_1ad7c0fc24,user_000003,sess_1ad7c0fc24,2025-12-06T17:46:37,2025-12-06T18:05:58,1161,abandoned,email,16,5,Greerstad,WV,TZ,desktop,Windows,Edge
user_000003#2025-12-07T15:56:03#sess_0820a5bf0e,user_000003,sess_0820a5bf0e,2025-12-07T15:56:03,2025-12-07T16:36:32,2429,converted,social,16,6,Greerstad,WV,TZ,tablet,iOS,Chrome
user_000003#2025-12-07T20:30:11#sess_65d3f74b7a,user_000003,sess_65d3f74b7a,2025-12-07T20:30:11,2025-12-07T20:44:53,882,abandoned,social,14,5,Greerstad,WV,TZ,mobile,iOS,Edge
user_000003#2025-12-10T04:06:09#sess_27b1eb31bc,user_000003,sess_27b1eb31bc,2025-12-10T04:06:09,2025-12-10T04:15:50,581,abandoned,email,5,2,Greerstad,WV,TZ,tablet,iOS,Safari
user_000003#2025-12-10T12:46:02#sess_a2743fedba,user_000003,sess_a2743fedba,2025-12-10T12:46:02,2025-12-10T12:56:17,615,abandoned,affiliate,15,5,Greerstad,WV,TZ,desktop,iOS,Chrome
user_000003#2025-12-11T06:50:05#sess_fe52168268,user_000003,sess_fe52168268,2025-12-11T06:50:05,2025-12-11T07:41:52,3107,abandoned,social,15,5,Greerstad,WV,TZ,mobile,Windows,Edge
user_000003#2025-12-11T11:36:50#sess_0770c77ce5,user_000003,sess_0770c77ce5,2025-12-11T11:36:50,2025-12-11T11:41:51,301,browsed,social,4,1,Greerstad,WV,TZ,mobile,iOS,Firefox
user_000003#2025-12-13T22:44:11#sess_56545ab3d0,user_000003,sess_56545ab3d0,2025-12-13T22:44:11,2025-12-13T22:49:56,345,browsed,affiliate,4,1,Greerstad,WV,TZ,desktop,Android,Firefox
user_000003#2025-12-14T00:18:19#sess_6303520a0c,user_000003,sess_6303520a0c,2025-12-14T00:18:19,2025-12-14T01:00:30,2531,abandoned,search_engine,12,6,Greerstad,WV,TZ,mobile,Windows,Chrome
user_000003#2025-12-15T00:25:28#sess_6241c3b4e0,user_000003,sess_6241c3b4e0,2025-12-15T00:25:28,2025-12-15T00:31:40,372,abandoned,search_engine,9,2,Greerstad,WV,TZ,mobile,Windows,Chrome
user_000003#2025-12-20T19:12:06#sess_98a3d8775b,user_000003,sess_98a3d8775b,2025-12-20T19:12:06,2025-12-20T19:51:42,2376,abandoned,social,5,2,Greerstad,WV,TZ,desktop,Android,Firefox
user_000003#2025-12-21T16:19:26#sess_c3cdb3164a,user_000003,sess_c3cdb3164a,2025-12-21T16:19:26,2025-12-21T16:59:46,2420,abandoned,direct,4,1,Greerstad,WV,TZ,tablet,macOS,Firefox
user_000003#2025-12-23T05:26:04#sess_4b31bed413,user_000003,sess_4b31bed413,2025-12-23T05:26:04,2025-12-23T06:05:24,2360,abandoned,search_engine,7,3,Greerstad,WV,TZ,tablet,macOS,Safari
user_000003#2025-12-23T08:50:44#sess_d43487d43f,user_000003,sess_d43487d43f,2025-12-23T08:50:44,2025-12-23T09:29:30,2326,abandoned,direct,5,2,Greerstad,WV,TZ,desktop,Windows,Firefox
user_000003#2025-12-24T10:28:56#sess_f587b2e008,user_000003,sess_f587b2e008,2025-12-24T10:28:56,2025-12-24T10:35:31,395,browsed,affiliate,9,4,Greerstad,WV,TZ,tablet,iOS,Chrome
user_000003#2025-12-27T00:02:34#sess_d02c44dcee,user_000003,sess_d02c44dcee,2025-12-27T00:02:34,2025-12-27T00:19:27,1013,converted,affiliate,16,6,Greerstad,WV,TZ,mobile,Windows,Safari
user_000003#2025-12-28T12:31:44#sess_a31ce2e742,user_000003,sess_a31ce2e742,2025-12-28T12:31:44,2025-12-28T13:18:03,2779,browsed,direct,4,1,Greerstad,WV,TZ,mobile,Android,Edge
user_000003#2025-12-29T02:38:23#sess_08e6036469,user_000003,sess_08e6036469,2025-12-29T02:38:23,2025-12-29T03:34:49,3386,abandoned,search_engine,10,4,Greerstad,WV,TZ,tablet,Android,Edge
user_000003#2025-12-29T07:23:56#sess_376f0f4c05,user_000003,sess_376f0f4c05,2025-12-29T07:23:56,2025-12-29T08:19:38,3342,abandoned,affiliate,15,4,Greerstad,WV,TZ,tablet,Windows,Firefox
user_000003#2025-12-30T22:15:33#sess_85643fd28d,user_000003,sess_85643fd28d,2025-12-30T22:15:33,2025-12-30T23:15:01,3568,browsed,social,5,2,Greerstad,WV,TZ,mobile,iOS,Edge
user_000003#2025-12-31T07:16:42#sess_b1be302ca6,user_000003,sess_b1be302ca6,2025-12-31T07:16:42,2025-12-31T07:21:15,273,abandoned,email,16,5,Greerstad,WV,TZ,desktop,iOS,Firefox
user_000003#2026-01-02T15:55:06#sess_5806e9d4dd,user_000003,sess_5806e9d4dd,2026-01-02T15:55:06,2026-01-02T15:59:04,238,abandoned,social,10,5,Greerstad,WV,TZ,mobile,Android,Edge
user_000003#2026-01-05T21:19:07#sess_a9e83903b4,user_000003,sess_a9e83903b4,2026-01-05T21:19:07,2026-01-05T22:05:51,2804,browsed,search_engine,4,2,Greerstad,WV,TZ,desktop,iOS,Firefox
user_000003#2026-01-09T13:56:54#sess_d3fa7deb99,user_000003,sess_d3fa7deb99,2026-01-09T13:56:54,2026-01-09T14:43:40,2806,abandoned,email,11,4,Greerstad,WV,TZ,mobile,macOS,Safari
user_000003#2026-01-09T22:11:28#sess_0da03696c3,user_000003,sess_0da03696c3,2026-01-09T22:11:28,2026-01-09T22:28:39,1031,converted,social,15,5,Greerstad,WV,TZ,desktop,macOS,Edge
user_000003#2026-01-09T23:28:45#sess_47f9890418,user_000003,sess_47f9890418,2026-01-09T23:28:45,2026-01-10T00:11:53,2588,browsed,email,8,2,Greerstad,WV,TZ,desktop,iOS,Edge
user_000003#2026-01-10T09:24:21#sess_d68adc447a,user_000003,sess_d68adc447a,2026-01-10T09:24:21,2026-01-10T10:23:48,3567,abandoned,social,15,8,Greerstad,WV,TZ,mobile,macOS,Firefox
user_000003#2026-01-10T20:39:01#sess_28ce2f3530,user_000003,sess_28ce2f3530,2026-01-10T20:39:01,2026-01-10T21:34:50,3349,browsed,search_engine,10,2,Greerstad,WV,TZ,mobile,Windows,Chrome
user_000003#2026-01-15T08:29:29#sess_223b3e4958,user_000003,sess_223b3e4958,2026-01-15T08:29:29,2026-01-15T09:25:11,3342,converted,affiliate,11,4,Greerstad,WV,TZ,tablet,Windows,Chrome
user_000003#2026-01-17T00:49:28#sess_7e201de375,user_000003,sess_7e201de375,2026-01-17T00:49:28,2026-01-17T01:36:21,2813,converted,affiliate,16,6,Greerstad,WV,TZ,tablet,iOS,Chrome
user_000003#2026-01-17T07:27:43#sess_f50fa1b290,user_000003,sess_f50fa1b290,2026-01-17T07:27:43,2026-01-17T08:08:56,2473,browsed,search_engine,9,2,Greerstad,WV,TZ,tablet,iOS,Edge
user_000003#2026-01-18T18:38:16#sess_1ed2ffb674,user_000003,sess_1ed2ffb674,2026-01-18T18:38:16,2026-01-18T18:43:46,330,abandoned,search_engine,4,2,Greerstad,WV,TZ,tablet,Android,Edge
user_000003#2026-01-18T18:43:20#sess_44328ff4fc,user_000003,sess_44328ff4fc,2026-01-18T18:43:20,2026-01-18T19:33:02,2982,abandoned,search_engine,9,5,Greerstad,WV,TZ,desktop,iOS,Edge
user_000004#2025-10-21T20:31:53#sess_a66f70860f,user_000004,sess_a66f70860f,2025-10-21T20:31:53,2025-10-21T21:21:59,3006,browsed,social,9,3,Port Jenny,ID,KE,tablet,iOS,Chrome
user_000004#2025-10-22T10:17:00#sess_9ec62f00f9,user_000004,sess_9ec62f00f9,2025-10-22T10:17:00,2025-10-22T10:46:23,1763,browsed,affiliate,9,2,Port Jenny,ID,KE,desktop,macOS,Firefox
user_000004#2025-10-23T12:56:54#sess_546bdc55cb,user_000004,sess_546bdc55cb,2025-10-23T12:56:54,2025-10-23T13:24:15,1641,abandoned,affiliate,13,3,Port Jenny,ID,KE,tablet,Android,Edge
user_000004#2025-10-25T22:21:54#sess_09daa34db8,user_000004,sess_09daa34db8,2025-10-25T22:21:54,2025-10-25T22:28:00,366,browsed,search_engine,15,7,Port Jenny,ID,KE,tablet,Windows,Edge
user_000004#2025-10-26T16:11:27#sess_869a76e69e,user_000004,sess_869a76e69e,2025-10-26T16:11:27,2025-10-26T17:10:21,3534,browsed,email,4,0,Port Jenny,ID,KE,tablet,iOS,Safari
user_000004#2025-10-27T13:49:59#sess_756954fdd3,user_000004,sess_756954fdd3,2025-10-27T13:49:59,2025-10-27T14:36:30,2791,abandoned,email,14,6,Port Jenny,ID,KE,desktop,Windows,Edge
user_000004#2025-10-28T01:34:15#sess_5864a37f1a,user_000004,sess_5864a37f1a,2025-10-28T01:34:15,2025-10-28T02:25:38,3083,abandoned,affiliate,8,4,Port Jenny,ID,KE,tablet,iOS,Firefox
user_000004#2025-10-30T03:12:55#sess_ae78b8a2cc,user_000004,sess_ae78b8a2cc,2025-10-30T03:12:55,2025-10-30T03:13:50,55,abandoned,social,10,4,Port Jenny,ID,KE,mobile,Android,Chrome
user_000004#2025-10-31T20:36:24#sess_46fdd7ba62,user_000004,sess_46fdd7ba62,2025-10-31T20:36:24,2025-10-31T21:27:18,3054,browsed,affiliate,9,4,Port Jenny,ID,KE,mobile,Android,Chrome
user_000004#2025-10-31T22:08:46#sess_ba2b601cff,user_000004,sess_ba2b601cff,2025-10-31T22:08:46,2025-10-31T22:17:43,537,converted,email,12,5,Port Jenny,ID,KE,tablet,iOS,Chrome
user_000004#2025-11-01T13:56:58#sess_3148e02403,user_000004,sess_3148e02403,2025-11-01T13:56:58,2025-11-01T14:16:31,1173,browsed,affiliate,13,5,Port Jenny,ID,KE,mobile,Windows,Chrome
user_000004#2025-11-04T07:31:02#sess_4868985b8c,user_000004,sess_4868985b8c,2025-11-04T07:31:02,2025-11-04T07:49:29,1107,browsed,direct,7,2,Port Jenny,ID,KE,mobile,iOS,Safari
user_000004#2025-11-05T04:35:57#sess_819775b334,user_000004,sess_819775b334,2025-11-05T04:35:57,2025-11-05T04:49:09,792,browsed,social,4,1,Port Jenny,ID,KE,mobile,iOS,Edge
user_000004#2025-11-05T09:45:42#sess_ee88d93c42,user_000004,sess_ee88d93c42,2025-11-05T09:45:42,2025-11-05T09:51:08,326,abandoned,direct,14,7,Port Jenny,ID,KE,mobile,macOS,Safari
user_000004#2025-11-05T19:29:24#sess_00195abf82,user_000004,sess_00195abf82,2025-11-05T19:29:24,2025-11-05T20:22:31,3187,converted,direct,11,4,Port Jenny,ID,KE,mobile,Windows,Firefox
user_000004#2025-11-07T19:04:30#sess_8212650852,user_000004,sess_8212650852,2025-11-07T19:04:30,2025-11-07T19:05:13,43,converted,search_engine,14,5,Port Jenny,ID,KE,tablet,macOS,Firefox
user_000004#2025-11-09T11:46:28#sess_fe7365d330,user_000004,sess_fe7365d330,2025-11-09T11:46:28,2025-11-09T12:36:08,2980,browsed,email,7,3,Port Jenny,ID,KE,tablet,macOS,Edge
user_000004#2025-11-09T23:35:46#sess_f6b831b6e0,user_000004,sess_f6b831b6e0,2025-11-09T23:35:46,2025-11-10T00:02:41,1615,browsed,social,6,2,Port Jenny,ID,KE,tablet,Android,Safari
user_000004#2025-11-11T20:10:07#sess_5f7dc6d161,user_000004,sess_5f7dc6d161,2025-11-11T20:10:07,2025-11-11T20:56:27,2780,browsed,affiliate,5,2,Port Jenny,ID,KE,tablet,macOS,Safari
user_000004#2025-11-15T17:14:00#sess_753fbd461c,user_000004,sess_753fbd461c,2025-11-15T17:14:00,2025-11-15T17:53:16,2356,abandoned,affiliate,7,4,Port Jenny,ID,KE,desktop,Windows,Safari
user_000004#2025-11-16T03:15:59#sess_71a9ad6562,user_000004,sess_71a9ad6562,2025-11-16T03:15:59,2025-11-16T03:40:59,1500,abandoned,social,9,2,Port Jenny,ID,KE,mobile,macOS,Safari
user_000004#2025-11-19T22:22:57#sess_3f00b1666b,user_000004,sess_3f00b1666b,2025-11-19T22:22:57,2025-11-19T22:50:37,1660,abandoned,social,11,3,Port Jenny,ID,KE,desktop,Windows,Firefox
user_000004#2025-11-22T03:18:01#sess_d4c12570e3,user_000004,sess_d4c12570e3,2025-11-22T03:18:01,2025-11-22T03:36:25,1104,abandoned,affiliate,6,1,Port Jenny,ID,KE,tablet,Android,Chrome
user_000004#2025-11-23T10:26:36#sess_5faa9af313,user_000004,sess_5faa9af313,2025-11-23T10:26:36,2025-11-23T11:23:59,3443,abandoned,direct,10,3,Port Jenny,ID,KE,desktop,Windows,Chrome
user_000004#2025-11-27T06:01:13#sess_a5061eb72d,user_000004,sess_a5061eb72d,2025-11-27T06:01:13,2025-11-27T06:57:14,3361,browsed,affiliate,6,3,Port Jenny,ID,KE,desktop,Windows,Firefox
user_000004#2025-11-27T18:22:13#sess_c6f2bda394,user_000004,sess_c6f2bda394,2025-11-27T18:22:13,2025-11-27T18:27:14,301,abandoned,social,8,3,Port Jenny,ID,KE,tablet,macOS,Edge
user_000004#2025-11-30T20:35:35#sess_7be7fd5684,user_000004,sess_7be7fd5684,2025-11-30T20:35:35,2025-11-30T21:30:39,3304,abandoned,social,9,4,Port Jenny,ID,KE,mobile,Android,Safari
user_000004#2025-12-06T23:16:59#sess_3d86c7054b,user_000004,sess_3d86c7054b,2025-12-06T23:16:59,2025-12-06T23:34:25,1046,browsed,direct,7,1,Port Jenny,ID,KE,mobile,iOS,Safari
user_000004#2025-12-07T18:19:58#sess_50d976f8c0,user_000004,sess_50d976f8c0,2025-12-07T18:19:58,2025-12-07T18:34:25,867,abandoned,social,6,2,Port Jenny,ID,KE,mobile,Android,Chrome
user_000004#2025-12-08T14:53:19#sess_2a62effb14,user_000004,sess_2a62effb14,2025-12-08T14:53:19,2025-12-08T15:33:33,2414,abandoned,search_engine,9,5,Port Jenny,ID,KE,tablet,macOS,Edge
user_000004#2025-12-08T20:28:11#sess_b125c38310,user_000004,sess_b125c38310,2025-12-08T20:28:11,2025-12-08T20:54:03,1552,browsed,affiliate,10,1,Port Jenny,ID,KE,tablet,macOS,Firefox
user_000004#2025-12-10T19:56:44#sess_27073bc214,user_000004,sess_27073bc214,2025-12-10T19:56:44,2025-12-10T20:04:55,491,abandoned,social,5,1,Port Jenny,ID,KE,mobile,Windows,Chrome
user_000004#2025-12-11T16:38:26#sess_19a8e2c46e,user_000004,sess_19a8e2c46e,2025-12-11T16:38:26,2025-12-11T17:32:48,3262,abandoned,social,15,6,Port Jenny,ID,KE,tablet,Android,Edge
user_000004#2025-12-16T13:04:13#sess_3cf74ac276,user_000004,sess_3cf74ac276,2025-12-16T13:04:13,2025-12-16T13:22:24,1091,abandoned,email,11,5,Port Jenny,ID,KE,desktop,iOS,Firefox
user_000004#2025-12-19T04:47:47#sess_c8ceefcbfa,user_000004,sess_c8ceefcbfa,2025-12-19T04:47:47,2025-12-19T05:42:02,3255,abandoned,social,15,6,Port Jenny,ID,KE,mobile,Windows,Edge
user_000004#2025-12-22T12:07:09#sess_5ca9e46738,user_000004,sess_5ca9e46738,2025-12-22T12:07:09,2025-12-22T12:38:50,1901,browsed,search_engine,11,6,Port Jenny,ID,KE,mobile,Windows,Firefox
user_000004#2025-12-23T09:31:00#sess_7ccde316c8,user_000004,sess_7ccde316c8,2025-12-23T09:31:00,2025-12-23T09:42:54,714,converted,direct,9,3,Port Jenny,ID,KE,desktop,macOS,Safari
user_000004#2025-12-31T19:46:25#sess_5049052d3f,user_000004,sess_5049052d3f,2025-12-31T19:46:25,2025-12-31T20:32:29,2764,abandoned,social,10,5,Port Jenny,ID,KE,tablet,Windows,Chrome
user_000004#2026-01-07T10:56:34#sess_397dfd7e19,user_000004,sess_397dfd7e19,2026-01-07T10:56:34,2026-01-07T11:19:44,1390,browsed,email,7,2,Port Jenny,ID,KE,tablet,Windows,Chrome
user_000004#2026-01-11T06:27:16#sess_66e511deef,user_000004,sess_66e511deef,2026-01-11T06:27:16,2026-01-11T07:13:48,2792,abandoned,social,5,2,Port Jenny,ID,KE,mobile,Windows,Chrome
user_000004#2026-01-14T19:15:00#sess_3ab1baa966,user_000004,sess_3ab1baa966,2026-01-14T19:15:00,2026-01-14T19:15:32,32,converted,email,11,4,Port Jenny,ID,KE,desktop,iOS,Safari
user_000004#2026-01-15T04:31:58#sess_171b7d0ae6,user_000004,sess_171b7d0ae6,2026-01-15T04:31:58,2026-01-15T04:55:27,1409,abandoned,direct,5,1,Port Jenny,ID,KE,tablet,Windows,Safari
user_000004#2026-01-17T10:07:44#sess_42ca86f3ed,user_000004,sess_42ca86f3ed,2026-01-17T10:07:44,2026-01-17T10:34:47,1623,converted,search_engine,15,5,Port Jenny,ID,KE,desktop,iOS,Edge
